"openalex_id","title","publication_year","doi","url","source_container","type","conflict_type","country"
"W3119471733","THE ENCRUSTATION OF THE SPIDER CRAB HYASTENUS HILGENDORFI IN RELATION TO ITS REPRODUCTIVE BIOLOGY IN THE SUEZ CANAL, EGYPT",2013,"https://doi.org/10.21608/djs.2013.139625","https://doi.org/10.21608/djs.2013.139625","Delta Journal of Science","article","bycatch","Egypt"
"W2155616904","Do Marine Protected Areas in the Red Sea Afford Protection to Dugongs and Sea Turtles?",2013,"https://doi.org/10.4172/2332-2543.1000102","https://doi.org/10.4172/2332-2543.1000102","Journal of Biodiversity & Endangered Species","article","bycatch","Egypt"
"W1503887661","Biological and Ecological Studies on Land Snails and Their Control",2012,"https://doi.org/10.5772/29701","https://doi.org/10.5772/29701","InTech eBooks","book-chapter","not stated","Egypt"
"W2105633026","Sea turtle bycatch and consumption in Egypt threatens Mediterranean turtle populations",2011,"https://doi.org/10.1017/s0030605310001286","https://doi.org/10.1017/s0030605310001286","Oryx","article","bycatch","Egypt"
"W2132561879","The Links Between Resource Dependency and Attitude of Commercial Fishers to Coral Reef Conservation in the Red Sea",2010,"https://doi.org/10.1007/s13280-010-0065-9","https://doi.org/10.1007/s13280-010-0065-9","AMBIO","article","not stated","Egypt"
"W2017504858","Mortality, Recruitment and Change of Desert Tree Populations in a Hyper-Arid Environment",2007,"https://doi.org/10.1371/journal.pone.0000208","https://doi.org/10.1371/journal.pone.0000208","PLoS ONE","article","other","Egypt"
"W1993434971","Alien Marine Species in the Mediterranean - the 100 ‘Worst Invasives’ and their Impact",2006,"https://doi.org/10.12681/mms.180","https://doi.org/10.12681/mms.180","Mediterranean Marine Science","article","not stated","Egypt"
"W2556430982","EXTENDED ABSTRACT Trionyx triunguis: The brackish water turtle that also lives in the Mediterranean Sea",2006,,"https://openalex.org/W2556430982",,"article","bycatch","Egypt"
"W2134477843","Molecular resolution of marine turtle stock composition in fishery bycatch: a case study in the Mediterranean",1998,"https://doi.org/10.1046/j.1365-294x.1998.00471.x","https://doi.org/10.1046/j.1365-294x.1998.00471.x","Molecular Ecology","article","bycatch","Egypt"
"W7138888116","Latest sightings of the striped hyena in North Africa: major threats and conservation actions",2026,"https://doi.org/10.55730/1300-0179.3256","https://doi.org/10.55730/1300-0179.3256","TURKISH JOURNAL OF ZOOLOGY","article","persecution or retaliatory killing","Libya"
"W4416097950","Fishing shapes cetacean population density patterns in the Mediterranean basin",2025,"https://doi.org/10.1002/ecog.07919","https://doi.org/10.1002/ecog.07919","Ecography","article","bycatch","Libya"
"W4414163724","Marine biotoxins in Mediterranean seafood: Environmental occurrence and food safety concerns",2025,"https://doi.org/10.1016/j.ecoenv.2025.119032","https://doi.org/10.1016/j.ecoenv.2025.119032","Ecotoxicology and Environmental Safety","article","not stated","Libya"
"W4413766820","Seabird‐vessel interactions in industrial fisheries of Northwest Africa: Implications for international bycatch management",2025,"https://doi.org/10.1111/1365-2664.70139","https://doi.org/10.1111/1365-2664.70139","Journal of Applied Ecology","article","bycatch","Libya"
"W4411035654","&lt;b&gt;Artisanal fisher ecological knowledge with morphometric measurements of Angel Sharks form Libya, Central Mediterranean&lt;/b&gt;",2025,"https://doi.org/10.5455/ovj.2025.v15.i5.23","https://doi.org/10.5455/ovj.2025.v15.i5.23","Open Veterinary Journal","article","not stated","Libya"
"W4393971019","Tracking data highlight the importance of human-induced mortality for large migratory birds at a flyway scale",2024,"https://doi.org/10.1016/j.biocon.2024.110525","https://doi.org/10.1016/j.biocon.2024.110525","Biological Conservation","article","not stated","Libya"
"W4395694977","The Most Effective Methods Used to Control Mole Rats, Spalax ehrenbergi, on Benghazi Plain Project in Libya",2024,"https://doi.org/10.21608/eajbsf.2024.351179","https://doi.org/10.21608/eajbsf.2024.351179","Egyptian Academic Journal of Biological Sciences F Toxicology & Pest Control","article","crop damage","Libya"
"W4392545263","Another One Bites the Net: Assessing the Economic Impacts of Lagocephalus sceleratus on Small-Scale Fisheries in Greece",2024,"https://doi.org/10.3390/fishes9030104","https://doi.org/10.3390/fishes9030104","Fishes","article","property damage","Libya"
"W4402750361","Climate Warming and Mismanagement Drive the Shift of Fish Communities in the Wadi El-Rayan Arid Lakes",2024,"https://doi.org/10.3390/w16182685","https://doi.org/10.3390/w16182685","Water","article","not stated","Libya"
"W4413435269","Assessment of Morphometric Characteristics and Conservation Challenges of Pteroplatytrygon Violacea (Bonaparte, 1832) in Libyan Waters",2024,"https://doi.org/10.36948/ijfmr.2024.v06i06.30931","https://doi.org/10.36948/ijfmr.2024.v06i06.30931","International Journal For Multidisciplinary Research","article","bycatch","Libya"
"W4399672673","Additional records of the little sleeper shark, Somniosus rostratus (Elasmobranchii: Squaliformes: Somniosidae), in Mediterranean Sea",2024,"https://doi.org/10.3897/aiep.54.121813","https://doi.org/10.3897/aiep.54.121813","Acta Ichthyologica Et Piscatoria","article","bycatch","Libya"
"W7164091231","Anàlisi del grau de solapament entre l&apos;esforç de pesca aparent i l&apos;hàbitat de la tortuga boba en el Mediterrani occidental",2024,,"https://openalex.org/W7164091231","RiuNet (Universitat Politècnica de València)","dissertation","bycatch","Libya"
"W4387645544","National Inventory and status of Chondrichthyes in the South Mediterranean Sea (Libyan Coast)",2023,"https://doi.org/10.31396/biodiv.jour.2023.14.3.459.480","https://doi.org/10.31396/biodiv.jour.2023.14.3.459.480","BIODIVERSITY JOURNAL","article","bycatch","Libya"
"W4290786637","Small-scale fisheries catch more threatened elasmobranchs inside partially protected areas than in unprotected areas",2022,"https://doi.org/10.1038/s41467-022-32035-3","https://doi.org/10.1038/s41467-022-32035-3","Nature Communications","article","not stated","Libya"
"W4223523542","Hotspots in the grid: Avian sensitivity and vulnerability to collision risk from energy infrastructure interactions in Europe and North Africa",2022,"https://doi.org/10.1111/1365-2664.14160","https://doi.org/10.1111/1365-2664.14160","Journal of Applied Ecology","article","not stated","Libya"
"W3133867487","The conservation of the endangered Mediterranean common dolphin (Delphinus delphis): Current knowledge and research priorities",2021,"https://doi.org/10.1002/aqc.3538","https://doi.org/10.1002/aqc.3538","Aquatic Conservation Marine and Freshwater Ecosystems","article",,"Libya"
"W3188375666","Economic costs of invasive alien species in the Mediterranean basin",2021,"https://doi.org/10.3897/neobiota.67.58926","https://doi.org/10.3897/neobiota.67.58926","NeoBiota","article","not stated","Libya"
"W3017956184","Social-Environmental Analysis for the Management of Coastal Lagoons in North Africa",2020,"https://doi.org/10.3389/fenvs.2020.00037","https://doi.org/10.3389/fenvs.2020.00037","Frontiers in Environmental Science","article","not stated","Libya"
"W4288349131","The shifting distribution of Mediterranean fishes: a spatio-temporal assessment based on Local Ecological Knowledge.",2019,"https://doi.org/10.5281/zenodo.3142266","https://doi.org/10.5281/zenodo.3142266","Zenodo (CERN European Organization for Nuclear Research)","article","not stated","Libya"
"W4245410401","Ecology of Caracals and Their Distribution in Africa: A Review Paper",2019,"https://doi.org/10.7176/jbah/9-13-05","https://doi.org/10.7176/jbah/9-13-05","Journal of Biology Agriculture and Healthcare","article","not stated","Libya"
"W2411907806","Flexible Turtle Excluder Device (TED): an effective tool for Mediterranean coastal multispecies bottom trawl fisheries",2016,"https://doi.org/10.1051/alr/2016016","https://doi.org/10.1051/alr/2016016","Aquatic Living Resources","article","bycatch","Libya"
"W2316595866","Shelf life: neritic habitat use of a turtle population highly threatened by fisheries",2016,"https://doi.org/10.1111/ddi.12440","https://doi.org/10.1111/ddi.12440","Diversity and Distributions","article","bycatch","Libya"
"310900409","Shelf life: Neritic habitat use of a turtle population highly threatened by fisheries",2016,,"310900409","Open Research Exeter - University of Exeter",,"bycatch","Libya"
"W2144503057","Another Continental Vulture Crisis: Africa's Vultures Collapsing toward Extinction",2015,"https://doi.org/10.1111/conl.12182","https://doi.org/10.1111/conl.12182","Conservation Letters","article","persecution or retaliatory killing","Libya"
"W2016312766","Migratory corridors and foraging hotspots: critical habitats identified for Mediterranean green turtles",2015,"https://doi.org/10.1111/ddi.12317","https://doi.org/10.1111/ddi.12317","Diversity and Distributions","article","bycatch","Libya"
"312874712","Migratory corridors and foraging hotspots: Critical habitats identified for Mediterranean green turtles",2015,,"312874712","Open Research Exeter - University of Exeter",,"bycatch","Libya"
"W1972887459","Fiddling in biodiversity hotspots while deserts burn? Collapse of the Sahara's megafauna",2013,"https://doi.org/10.1111/ddi.12157","https://doi.org/10.1111/ddi.12157","Diversity and Distributions","article","not stated","Libya"
"W2159155195","Ecosystem models clarify the trophic role of whales off Northwest Africa",2010,"https://doi.org/10.3354/meps08443","https://doi.org/10.3354/meps08443","Marine Ecology Progress Series","article","competition for resources","Libya"
"W13500458","Mitochondrial DNA reveals regional and interregional importance of the central Mediterranean African shelf for loggerhead sea turtles (Caretta caretta)",2008,"https://doi.org/10.3989/scimar.2008.72n3541","https://doi.org/10.3989/scimar.2008.72n3541","Scientia Marina","article","not stated","Libya"
"W1993434971","Alien Marine Species in the Mediterranean - the 100 ‘Worst Invasives’ and their Impact",2006,"https://doi.org/10.12681/mms.180","https://doi.org/10.12681/mms.180","Mediterranean Marine Science","article","not stated","Libya"
"W2134477843","Molecular resolution of marine turtle stock composition in fishery bycatch: a case study in the Mediterranean",1998,"https://doi.org/10.1046/j.1365-294x.1998.00471.x","https://doi.org/10.1046/j.1365-294x.1998.00471.x","Molecular Ecology","article","bycatch","Libya"
"W7138888116","Latest sightings of the striped hyena in North Africa: major threats and conservation actions",2026,"https://doi.org/10.55730/1300-0179.3256","https://doi.org/10.55730/1300-0179.3256","TURKISH JOURNAL OF ZOOLOGY","article","persecution or retaliatory killing","Morocco"
"W4416097950","Fishing shapes cetacean population density patterns in the Mediterranean basin",2025,"https://doi.org/10.1002/ecog.07919","https://doi.org/10.1002/ecog.07919","Ecography","article","bycatch","Morocco"
"W4412419680","A 25-year longitudinal assessment of Macaca sylvanus population dynamics and forest decline in Morocco's Middle Atlas",2025,"https://doi.org/10.1016/j.biocon.2025.111334","https://doi.org/10.1016/j.biocon.2025.111334","Biological Conservation","article","competition for resources","Morocco"
"W4414163724","Marine biotoxins in Mediterranean seafood: Environmental occurrence and food safety concerns",2025,"https://doi.org/10.1016/j.ecoenv.2025.119032","https://doi.org/10.1016/j.ecoenv.2025.119032","Ecotoxicology and Environmental Safety","article","not stated","Morocco"
"W4413766820","Seabird‐vessel interactions in industrial fisheries of Northwest Africa: Implications for international bycatch management",2025,"https://doi.org/10.1111/1365-2664.70139","https://doi.org/10.1111/1365-2664.70139","Journal of Applied Ecology","article","bycatch","Morocco"
"W4416845933","Fishery Bycatch of Sea Turtles in the Moroccan Western Mediterranean Sea: An Assessment Based on Interviews with Fishermen",2025,"https://doi.org/10.21608/ejabf.2025.437909.6913","https://doi.org/10.21608/ejabf.2025.437909.6913","Egyptian Journal of Aquatic Biology and Fisheries","article","bycatch","Morocco"
"W4412859634","Analysis of Cetacean Strandings Along the Moroccan Mediterranean Coast: Spatial and Temporal Patterns",2025,"https://doi.org/10.21608/ejabf.2025.443737","https://doi.org/10.21608/ejabf.2025.443737","Egyptian Journal of Aquatic Biology and Fisheries","article","other","Morocco"
"W4408823380","Mitigating dolphin depredation in Mediterranean fisheries: results and insights from collaborative efforts for cetacean conservation and sustainable fisheries",2025,"https://doi.org/10.5194/oos2025-1359","https://doi.org/10.5194/oos2025-1359",,"conference-abstract",,"Morocco"
"W4402397723","Raising the awareness of fishing professionals about the conservation of species caught incidentally in the Moroccan Mediterranean Sea",2024,"https://doi.org/10.1007/s44353-024-00009-9","https://doi.org/10.1007/s44353-024-00009-9","Discover Conservation","article","not stated","Morocco"
"W4393971019","Tracking data highlight the importance of human-induced mortality for large migratory birds at a flyway scale",2024,"https://doi.org/10.1016/j.biocon.2024.110525","https://doi.org/10.1016/j.biocon.2024.110525","Biological Conservation","article","not stated","Morocco"
"W4392665905","The bycatch estimate of threatened marine megavertebrates in Moroccan fleets operating in the Mediterranean Coast",2024,"https://doi.org/10.1051/e3sconf/202450201001","https://doi.org/10.1051/e3sconf/202450201001","E3S Web of Conferences","conference-paper","bycatch","Morocco"
"W4401165658","From fangs to antidotes: A scoping review on snakebite burden, species, and antivenoms in the Eastern Mediterranean Region",2024,"https://doi.org/10.1371/journal.pntd.0012200","https://doi.org/10.1371/journal.pntd.0012200","PLoS neglected tropical diseases","article","other","Morocco"
"W4406218147","Toxicity, antifeedant and repellent activities of five essential oils on adult Cassida vittata Vill. (Coleoptera: Chrysomelidae)",2024,"https://doi.org/10.24425/jppr.2024.151820","https://doi.org/10.24425/jppr.2024.151820","Journal of Plant Protection Research","article","crop damage","Morocco"
"W4393069821","Impact of interactions between common bottlenose dolphins and purse-seiners in the Moroccan Mediterranean region: case study in the Al Hoceima fishing grounds",2024,"https://doi.org/10.2989/1814232x.2024.2310528","https://doi.org/10.2989/1814232x.2024.2310528","African Journal of Marine Science","article","bycatch","Morocco"
"W4404061647","Barn Owls as a Nature-Based Solution for Pest Control: A Multinational Initiative Around the Mediterranean and Other Regions",2024,"https://doi.org/10.3390/conservation4040039","https://doi.org/10.3390/conservation4040039","Conservation","article","crop damage","Morocco"
"W4402750361","Climate Warming and Mismanagement Drive the Shift of Fish Communities in the Wadi El-Rayan Arid Lakes",2024,"https://doi.org/10.3390/w16182685","https://doi.org/10.3390/w16182685","Water","article","not stated","Morocco"
"W7164091231","Anàlisi del grau de solapament entre l&apos;esforç de pesca aparent i l&apos;hàbitat de la tortuga boba en el Mediterrani occidental",2024,,"https://openalex.org/W7164091231","RiuNet (Universitat Politècnica de València)","dissertation","bycatch","Morocco"
"W4386046441","Behavioral adjustments of endangered Barbary macaques (Macaca sylvanus) living at the edge of an agricultural landscape in Morocco",2023,"https://doi.org/10.1002/ajp.23545","https://doi.org/10.1002/ajp.23545","American Journal of Primatology","article","other","Morocco"
"W4388510764","African Buffalo and Colonial Cattle: Is ‘Systems Change’ the Best Future for Farming and Nature in Africa?",2023,"https://doi.org/10.1017/9781009006828.017","https://doi.org/10.1017/9781009006828.017","Cambridge University Press eBooks","book-chapter","not stated","Morocco"
"W4385290138","The natural history of lions in North Africa and the relevance of their depiction in the “Lions Attacking a Dromedary” diorama",2023,"https://doi.org/10.1111/cura.12564","https://doi.org/10.1111/cura.12564","Curator The Museum Journal","article","not stated","Morocco"
"W4384820034","Snakes and Souks: Zoonotic pathogens associated to reptiles in the Marrakech markets, Morocco",2023,"https://doi.org/10.1371/journal.pntd.0011431","https://doi.org/10.1371/journal.pntd.0011431","PLoS neglected tropical diseases","article","not stated","Morocco"
"W4382049684","Elasmobranch Bycatch in a bottom trawl fishery at Al Hoceima Port in Morocco (Mediterranean Sea)",2023,"https://doi.org/10.21203/rs.3.rs-3063601/v1","https://doi.org/10.21203/rs.3.rs-3063601/v1","Research Square","preprint",,"Morocco"
"W4390757936","Threats and Mitigation",2023,"https://doi.org/10.4314/vulnew.v83a1.6","https://doi.org/10.4314/vulnew.v83a1.6","Vulture News","article","not stated","Morocco"
"W4382585571","First data about movements and threats of Rüppell's Vultures (Gyps rueppellii) tagged in Morocco: an international and multi-institutional study.",2023,"https://doi.org/10.4314/vulnew.v83i.6","https://doi.org/10.4314/vulnew.v83i.6","Vulture News","article","not stated","Morocco"
"W4387024935","Injuries in cetaceans in the Strait of Gibraltar: an update for the period 2016-2020",2023,"https://doi.org/10.47536/jcrm.v24i1.397","https://doi.org/10.47536/jcrm.v24i1.397","The journal of cetacean research and management. Special issue","article","not stated","Morocco"
"W4220771849","Human pressures constrain Eurasian otter occurrence in semiarid Northern Africa",2022,"https://doi.org/10.1007/s10531-022-02405-w","https://doi.org/10.1007/s10531-022-02405-w","Biodiversity and Conservation","article","not stated","Morocco"
"W4290786637","Small-scale fisheries catch more threatened elasmobranchs inside partially protected areas than in unprotected areas",2022,"https://doi.org/10.1038/s41467-022-32035-3","https://doi.org/10.1038/s41467-022-32035-3","Nature Communications","article","not stated","Morocco"
"W4306702031","A Framework Payment for ecosystem services to reconstitute forest areas closed to grazing in the Ifrane National Park (Morocco).",2022,"https://doi.org/10.1088/1755-1315/1090/1/012006","https://doi.org/10.1088/1755-1315/1090/1/012006","IOP Conference Series Earth and Environmental Science","conference-paper","not stated","Morocco"
"W4223523542","Hotspots in the grid: Avian sensitivity and vulnerability to collision risk from energy infrastructure interactions in Europe and North Africa",2022,"https://doi.org/10.1111/1365-2664.14160","https://doi.org/10.1111/1365-2664.14160","Journal of Applied Ecology","article","not stated","Morocco"
"W4319032897","The major threats to the Endangered Barbary macaque Macaca sylvanus in North Africa",2022,"https://doi.org/10.17161/eurojecol.v8i2.16246","https://doi.org/10.17161/eurojecol.v8i2.16246","European Journal of Ecology","article","competition for resources","Morocco"
"W4224103651","Preliminary data on bycatch and stranding of marine turtles in Al Hoceima, Morocco",2022,"https://doi.org/10.21608/ejabf.2022.228714","https://doi.org/10.21608/ejabf.2022.228714","Egyptian Journal of Aquatic Biology and Fisheries","article","bycatch","Morocco"
"W4310824678","Impact of the Bottlenose Dolphins (Tursiops truncatus) Depredation on Purse-Seine Fishery in the Region of M’diq (Northwestern Morocco)",2022,"https://doi.org/10.21608/ejabf.2022.271078","https://doi.org/10.21608/ejabf.2022.271078","Egyptian Journal of Aquatic Biology and Fisheries","article","other","Morocco"
"W4303021564","Monitoring dryland trees with remote sensing. Part B: Combining tree cover and plant architecture data to assess degradation and recovery of Argania spinosa woodlands of South Morocco",2022,"https://doi.org/10.3389/fenvs.2022.896703","https://doi.org/10.3389/fenvs.2022.896703","Frontiers in Environmental Science","article","not stated","Morocco"
"W3133867487","The conservation of the endangered Mediterranean common dolphin (Delphinus delphis): Current knowledge and research priorities",2021,"https://doi.org/10.1002/aqc.3538","https://doi.org/10.1002/aqc.3538","Aquatic Conservation Marine and Freshwater Ecosystems","article",,"Morocco"
"W3185015889","Decolonizing Primate Conservation Practice: A Case Study from North Morocco",2021,"https://doi.org/10.1007/s10764-021-00228-0","https://doi.org/10.1007/s10764-021-00228-0","International Journal of Primatology","article","not stated","Morocco"
"W3213140225","Ophidian envenomation in Morocco: Analysis of specific hospitalization records (2012-2015)",2021,"https://doi.org/10.1051/e3sconf/202131901071","https://doi.org/10.1051/e3sconf/202131901071","E3S Web of Conferences","conference-paper","other","Morocco"
"W3172003661","A management plan for a declining population of the Souss valley tortoise in an arid steppe-land of west-central Morocco",2021,"https://doi.org/10.11160/bah.183","https://doi.org/10.11160/bah.183","Basic and Applied Herpetology","article","not stated","Morocco"
"W4235674053","ENVENIMATIONS VIPERINES",2021,"https://doi.org/10.21474/ijar01/13428","https://doi.org/10.21474/ijar01/13428","International Journal of Advanced Research","article","other","Morocco"
"W3196772912","The Last-Surviving Moroccan Dorcas Gazelle (Gazella dorcas massaesyla) Viability Analysis [M’Sabih Talaa Reserve, Morocco]",2021,"https://doi.org/10.33745/ijzi.2021.v07i01.017","https://doi.org/10.33745/ijzi.2021.v07i01.017","International Journal of Zoological Investigations","article","not stated","Morocco"
"W3108367984","The northern bald ibis Geronticus eremita: history, current status and future perspectives",2020,"https://doi.org/10.1017/s0030605320000198","https://doi.org/10.1017/s0030605320000198","Oryx","article","not stated","Morocco"
"W3047050104","Conservation Amid COVID-19 Pandemic: Ecotourism Collapse Threatens Communities and Wildlife in Morocco",2020,"https://doi.org/10.1051/e3sconf/202018301003","https://doi.org/10.1051/e3sconf/202018301003","E3S Web of Conferences","conference-paper","not stated","Morocco"
"W3048716714","A Review of Freshwater Crayfish Introductions in Africa",2020,"https://doi.org/10.1080/23308249.2020.1802405","https://doi.org/10.1080/23308249.2020.1802405","Reviews in Fisheries Science & Aquaculture","article","other","Morocco"
"W3017956184","Social-Environmental Analysis for the Management of Coastal Lagoons in North Africa",2020,"https://doi.org/10.3389/fenvs.2020.00037","https://doi.org/10.3389/fenvs.2020.00037","Frontiers in Environmental Science","article","not stated","Morocco"
"W3081500063","A Landscape without Nonhuman Primates? The Case of the Barbary Macaque, Macaca sylvanus, (Linnaeus, 1758) and Its Interaction with Humans throughout Recorded Time",2020,"https://doi.org/10.3390/h9030092","https://doi.org/10.3390/h9030092","Humanities","article","not stated","Morocco"
"W3016553572","Wildlife trafficking and criminogenic asymmetries in a globalised world",2020,"https://doi.org/10.4324/9781315207094-30","https://doi.org/10.4324/9781315207094-30",,"book-chapter","other","Morocco"
"W2943305201","Interpreting People’s Behavior Toward Primates Using Qualitative Data: a Case Study from North Morocco",2019,"https://doi.org/10.1007/s10764-019-00087-w","https://doi.org/10.1007/s10764-019-00087-w","International Journal of Primatology","article","not stated","Morocco"
"W2992131427","Snake bites in morocco: Progress and challenges",2019,"https://doi.org/10.17352/atte.000004","https://doi.org/10.17352/atte.000004","Advances in Toxicology and Toxic Effects","article","attacks on humans","Morocco"
"W4288349131","The shifting distribution of Mediterranean fishes: a spatio-temporal assessment based on Local Ecological Knowledge.",2019,"https://doi.org/10.5281/zenodo.3142266","https://doi.org/10.5281/zenodo.3142266","Zenodo (CERN European Organization for Nuclear Research)","article","not stated","Morocco"
"W4245410401","Ecology of Caracals and Their Distribution in Africa: A Review Paper",2019,"https://doi.org/10.7176/jbah/9-13-05","https://doi.org/10.7176/jbah/9-13-05","Journal of Biology Agriculture and Healthcare","article","not stated","Morocco"
"W2899931711","Communicating for conservation: circumventing conflict with communities over domestic dog ownership in north Morocco",2018,"https://doi.org/10.1007/s10344-018-1230-x","https://doi.org/10.1007/s10344-018-1230-x","European Journal of Wildlife Research","article","livestock depredation","Morocco"
"W2785533475","Home Range and Habitat Use of Crop-Raiding Barbary Macaques in the Upper Ourika Valley, Western High Atlas Mountains, Morocco",2018,"https://doi.org/10.15406/ijawb.2018.03.00049","https://doi.org/10.15406/ijawb.2018.03.00049","International Journal of Avian & Wildlife Biology","article","not stated","Morocco"
"W2808697371","Geographical distribution of health indicators related to snake bites and envenomation in Morocco between 1999 and 2013",2018,"https://doi.org/10.4178/epih.e2018024","https://doi.org/10.4178/epih.e2018024","Epidemiology and Health","article","disease transmission","Morocco"
"W4289548230","Analysis Of Fish Community At The First Artificial Reef In Morocco (Martil, Mediterranean).",2018,"https://doi.org/10.5281/zenodo.1466431","https://doi.org/10.5281/zenodo.1466431","Zenodo (CERN European Organization for Nuclear Research)","article","not stated","Morocco"
"W2919734443","",2018,,"https://openalex.org/W2919734443","City Research Online (City University London)","book","not stated","Morocco"
"W2605447613","Unravelling the drastic range retraction of an emblematic songbird of North Africa: potential threats to Afro-Palearctic migratory birds",2017,"https://doi.org/10.1038/s41598-017-01103-w","https://doi.org/10.1038/s41598-017-01103-w","Scientific Reports","article",,"Morocco"
"W2620939781","A Century Spent Combating Rabies in Morocco (1911–2015): How Much Longer?",2017,"https://doi.org/10.3389/fvets.2017.00078","https://doi.org/10.3389/fvets.2017.00078","Frontiers in Veterinary Science","article","disease transmission","Morocco"
"W2562670914","Biosocial Conservation: Integrating Biological and Ethnographic Methods to Study Human–Primate Interactions",2016,"https://doi.org/10.1007/s10764-016-9938-5","https://doi.org/10.1007/s10764-016-9938-5","International Journal of Primatology","article","competition for resources","Morocco"
"W2411907806","Flexible Turtle Excluder Device (TED): an effective tool for Mediterranean coastal multispecies bottom trawl fisheries",2016,"https://doi.org/10.1051/alr/2016016","https://doi.org/10.1051/alr/2016016","Aquatic Living Resources","article","bycatch","Morocco"
"W2301751969","Snakebites notified to the poison control center of Morocco between 2009 and 2013",2016,"https://doi.org/10.1186/s40409-016-0065-8","https://doi.org/10.1186/s40409-016-0065-8","The Journal of venomous animals and toxins including tropical diseases","article",,"Morocco"
"W2144503057","Another Continental Vulture Crisis: Africa's Vultures Collapsing toward Extinction",2015,"https://doi.org/10.1111/conl.12182","https://doi.org/10.1111/conl.12182","Conservation Letters","article","persecution or retaliatory killing","Morocco"
"W2201706815","Roles of tourism in the local people’s opinion regarding human-macaque conflict in the central High Atlas, Morocco",2015,"https://doi.org/10.4000/primatologie.2324","https://doi.org/10.4000/primatologie.2324","Revue de primatologie","article","competition for resources","Morocco"
"W2206652945","Spanish Imperial Eagles and other eagles found electrocuted in Morocco and proposition of correction measures",2015,"https://doi.org/10.6084/m9.figshare.1613292.v2","https://doi.org/10.6084/m9.figshare.1613292.v2","INDIGO (University of Illinois at Chicago)","article","other","Morocco"
"9052239","Trawling and creeling for nephrops: impacts on biodiversity and populations structure",2015,,"9052239","Universidade do Algarve; Sapientia (Univ. do Algarve)",,"not stated","Morocco"
"W280442085","Including People in Primate Conservation: A Case Study of Shepherds and Barbary Macaques in Bouhachem forest, Northern Morocco",2014,,"https://openalex.org/W280442085","Durham e-Theses (Durham University)","dissertation","not stated","Morocco"
"W1972887459","Fiddling in biodiversity hotspots while deserts burn? Collapse of the Sahara's megafauna",2013,"https://doi.org/10.1111/ddi.12157","https://doi.org/10.1111/ddi.12157","Diversity and Distributions","article","not stated","Morocco"
"W2088965171","Examining the Extinction of the Barbary Lion and Its Implications for Felid Conservation",2013,"https://doi.org/10.1371/journal.pone.0060174","https://doi.org/10.1371/journal.pone.0060174","PLoS ONE","article","not stated","Morocco"
"W1965440783","Factors affecting reproduction of WoodpigeonsColumba palumbusin North African forests: 1. Nest habitat selection",2012,"https://doi.org/10.1080/00063657.2012.724050","https://doi.org/10.1080/00063657.2012.724050","Bird Study","article","not stated","Morocco"
"W930013270","Evaluating the Potential of Swordfish Buoy Gear as an Alternative to Pelagic Driftnets in the Artisanal Fisheries of Morocco and Turkey",2012,,"https://openalex.org/W930013270","NSUWorks (Nova Southeastern University)","conference-abstract","bycatch","Morocco"
"W2159155195","Ecosystem models clarify the trophic role of whales off Northwest Africa",2010,"https://doi.org/10.3354/meps08443","https://doi.org/10.3354/meps08443","Marine Ecology Progress Series","article","competition for resources","Morocco"
"W7139462097","Fisheries Centre research reports. Volume 17, number 2",2009,,"https://openalex.org/W7139462097","cIRcle (University of British Columbia)","report",,"Morocco"
"W2105413109","Contribution of research to conservation action for the Northern Bald Ibis Geronticus eremita in Morocco",2008,"https://doi.org/10.1017/s0959270908000403","https://doi.org/10.1017/s0959270908000403","Bird Conservation International","article","not stated","Morocco"
"W13500458","Mitochondrial DNA reveals regional and interregional importance of the central Mediterranean African shelf for loggerhead sea turtles (Caretta caretta)",2008,"https://doi.org/10.3989/scimar.2008.72n3541","https://doi.org/10.3989/scimar.2008.72n3541","Scientia Marina","article","not stated","Morocco"
"W1993434971","Alien Marine Species in the Mediterranean - the 100 ‘Worst Invasives’ and their Impact",2006,"https://doi.org/10.12681/mms.180","https://doi.org/10.12681/mms.180","Mediterranean Marine Science","article","not stated","Morocco"
"W4391197122","Population biology, conservation threats and status of Mediterranean striped dolphins (Stenella coeruleoalba)",2000,"https://doi.org/10.47536/jcrm.v2i1.485","https://doi.org/10.47536/jcrm.v2i1.485","The journal of cetacean research and management. Special issue","article","bycatch","Morocco"
"W3042821301","Fishing co-operation between the Kingdom of Morocco and the European Union : towards integrated and sustainable fisheries management",1996,,"https://openalex.org/W3042821301","Maritime Commons The Digital Repository of World Maritime University (World Maritime University)","dissertation","competition for resources","Morocco"
"W2286354200","L’évolution récente de l’avifaune du Nord-Est marocain : pertes et gains depuis 35 ans",1990,"https://doi.org/10.3406/revec.1990.1999","https://doi.org/10.3406/revec.1990.1999","Revue d Écologie (La Terre et La Vie)","article","persecution or retaliatory killing","Morocco"
"309650787","Distribution of sea turtles and their anthropogenic threats: innovative approaches to improve conservation actions",2028,,"309650787","Electronic Thesis and Dissertation Archive - Università di Pisa",,"not stated","Tunisia"
"W7167666335","Assessing the Vulnerability and the Stock Status of the Bluntnose Sixgill Shark,  Hexanchus griseus  , in North‐Eastern Tunisia (Central Mediterranean) Using Data‐Limited Models",2026,"https://doi.org/10.1002/aqc.70416","https://doi.org/10.1002/aqc.70416","Aquatic Conservation Marine and Freshwater Ecosystems","article","not stated","Tunisia"
