id,title,cell_country,study_country,in_scope,quote_grounded,verified
https://openalex.org/W1972887459,Fiddling in biodiversity hotspots while deserts burn? Collapse of the <scp>S</scp>ahara's megafauna,REGION,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2016312766,Migratory corridors and foraging hotspots: critical habitats identified for Mediterranean green turtles,TN,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W2316595866,Shelf life: neritic habitat use of a turtle population highly threatened by fisheries,TN,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W3008175089,Distribution of breeding humpback whale habitats and overlap with cumulative anthropogenic impacts in the Eastern Tropical Atlantic,MA,multiple North African,FALSE,NA,TRUE
https://openalex.org/W2066068096,Effect of human activities on Egyptian vulture breeding success,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2334098974,"Elasmobranch captures in shrimps trammel net fishery off the Gulf of Gabès (Southern Tunisia, Mediterranean Sea)",TN,multiple North African,TRUE,TRUE,TRUE
310448895,"Insight into the biology, ecology and population trends of the brown skate, Raja miraletus Linnaeus, 1758, in the Balearic Islands",TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W2272792297,Multiple mortality events in bats: a global review,EG,other country,FALSE,NA,TRUE
https://openalex.org/W3111684087,Drivers and facilitators of hunting behaviour in domestic cats and options for management,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W2529754331,"Border Fences and their Impacts on Large Carnivores, Large Herbivores and Biodiversity: An International Wildlife Law Perspective",MA,multiple North African,FALSE,NA,TRUE
https://openalex.org/W2954385770,Human Scalp Hair (HSH) Waste as an Alternative for Reducing Invasive Activity of Wild Hog: A Preliminary Study,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W3172003661,A management plan for a declining population of the Souss valley tortoise in an arid steppe-land of west-central Morocco,DZ,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W3126146416,Mediterranean sharks and rays need action,TN,multiple North African,TRUE,NA,TRUE
https://openalex.org/W2525382658,Do White Shark Bites on Surfers Reflect Their Attack Strategies on Pinnipeds?,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W4406963710,Migratory Wave due to Conflicts: Risk of Increased Infection From Zoonotic Diseases,LY,not stated,FALSE,NA,TRUE
https://openalex.org/W4312050156,Outdoor Cats: An Introduction,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W2050251391,Effect of bait on sea turtles bycatch rates in pelagic longlines: An overview,TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W2994692848,Increased songbird nest depredation due to Aleppo pine (Pinus halepensis) encroachment in Mediterranean shrubland,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2769307605,Exploring differences in stakeholders’ perceptions of illegal bird trapping in Cyprus,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4403177590,Blastocystis occurrence and subtype diversity in European wild boar (Sus scrofa) from the Iberian Peninsula,REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W2301751969,Snakebites notified to the poison control center of Morocco between 2009 and 2013,MA,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W4402276370,Intentional Killings and Culling of Small Cetaceans due to Perceived Competition with Fisheries in the Mediterranean Sea and Northeast Atlantic between the Eighteenth and Twentieth Centuries,DZ,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W3169892409,Eastern imperial eagle Aquila heliaca,REGION,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W2559397068,"Seasonal residency of loggerhead turtles Caretta caretta tracked from the Gulf of Manfredonia, south Adriatic",DZ,other country,FALSE,TRUE,TRUE
https://openalex.org/W1993434971,Alien Marine Species in the Mediterranean - the 100 ‘Worst Invasives’ and their Impact,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2969783162,Shark pelagic longline fishery in the Gulf of Gabes: Inter-decadal inspection reveals management needs,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W3199856067,The use of fishers’ Local Ecological Knowledge to reconstruct fish behavioural traits and fishers’ perception of conservation relevance of elasmobranchs in the Mediterranean Sea,TN,multiple North African,FALSE,NA,TRUE
https://openalex.org/W4365151733,"Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia",TN,Tunisia,TRUE,TRUE,TRUE
https://openalex.org/W2131901272,African Bats: Conservation in the time of Ebola,EG,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W2793242130,"Viability of leopards Panthera pardus (Linnaeus, 1758) in South Africa",EG,other country,FALSE,NA,TRUE
https://openalex.org/W2528835440,Conservation of the spinner dolphin in the Egyptian Red Sea,EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W2765616982,The influence of invasive alien plant control on the foraging habitat quality of the Mauritian flying fox (Pteropus niger),EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4293677438,Analysis of differences and commonalities in wildlife hunting across the Africa-Europe South-North gradient,REGION,multiple North African,FALSE,NA,TRUE
https://openalex.org/W3179990605,Help from the sky: Can vultures contribute to Cystic Echinococcosis control in endemic areas?,EG,other country,FALSE,NA,TRUE
https://openalex.org/W4384820034,"Snakes and Souks: Zoonotic pathogens associated to reptiles in the Marrakech markets, Morocco",DZ,Morocco,TRUE,FALSE,TRUE
https://openalex.org/W4401165658,"From fangs to antidotes: A scoping review on snakebite burden, species, and antivenoms in the Eastern Mediterranean Region",TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W7161964681,Climate change induced complex shifts in snake distributions expose people to snakebite and threaten biodiversity,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W2017504858,"Mortality, Recruitment and Change of Desert Tree Populations in a Hyper-Arid Environment",EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W2161217137,Buying Years to Extinction: Is Compensatory Mitigation for Marine Bycatch a Sufficient Conservation Measure for Long-Lived Seabirds?,MA,multiple North African,TRUE,NA,TRUE
https://openalex.org/W2088965171,Examining the Extinction of the Barbary Lion and Its Implications for Felid Conservation,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2134692257,Setback Distances as a Conservation Tool in Wildlife-Human Interactions: Testing Their Efficacy for Birds Affected by Vehicles on Open-Coast Sandy Beaches,TN,multiple North African,TRUE,NA,TRUE
https://openalex.org/W2092419926,"Characteristics of Fishing Operations, Environment and Life History Contributing to Small Cetacean Bycatch in the Northeast Atlantic",MA,other country,FALSE,TRUE,TRUE
https://openalex.org/W1998876562,Is Diet Flexibility an Adaptive Life Trait for Relictual and Peri-Urban Populations of the Endangered Primate Macaca sylvanus?,DZ,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2589778093,A balanced solution to the cumulative threat of industrialized wind farm development on cinereous vultures (Aegypius monachus) in south-eastern Europe,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2766457898,Conservation of reef manta rays (Manta alfredi) in a UNESCO World Heritage Site: Large-scale island development or sustainable tourism?,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2794195016,"Wildlife-vehicle collisions in Lanzarote Biosphere Reserve, Canary Islands",DZ,other country,FALSE,TRUE,TRUE
https://openalex.org/W2801429878,Assessing the applicability of stable isotope analysis to determine the contribution of landfills to vultures’ diet,EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2967370839,Quantifying the damage caused by fruit bats to backyard lychee trees in Mauritius and evaluating the benefits of protective netting,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4362657385,Elephant ‘selfies’: Evaluating the effectiveness of Instagram’s warning of the potential negative impacts of photo opportunities with wild animals,MA,not stated,FALSE,NA,TRUE
https://openalex.org/W4367042407,Social perception of mesocarnivores within hunting areas differs from actual species abundance,EG,multiple North African,TRUE,NA,TRUE
https://openalex.org/W4387362891,"Human-hippo conflicts around Lake Tana Biosphere Reserve, Ethiopia: Vulnerability of hippopotamus in human-dominated landscape",DZ,other country,FALSE,NA,TRUE
https://openalex.org/W4411801036,"Population size, habitat association, and local residents’ attitude towards rock hyrax (Procavia capensis) in Zegie Peninsula, Ethiopia",EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4406918266,"Impact of long-term cyanotoxin exposure on cattle: Biochemical, histological, and oxidative stress assessment",DZ,Algeria,TRUE,TRUE,TRUE
https://openalex.org/W4200213882,"6. Silenced by Power: Repression, Isolation &amp; Persecution",TN,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W2785533475,"Home Range and Habitat Use of Crop-Raiding Barbary Macaques in the Upper Ourika Valley, Western High Atlas Mountains, Morocco",DZ,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4391378766,Is there an effect of electromagnetic waves from base stations on the breeding success of Ciconia ciconia ciconia in Algeria?,DZ,Algeria,TRUE,TRUE,TRUE
https://openalex.org/W157833054,Relationships between fauna and people and the role of ethnozoology in animal conservation,MA,not stated,FALSE,NA,TRUE
https://openalex.org/W4313228603,eco.mont Vol. 15 No. 1,MA,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W4407107407,"ASSESSING THE POPULATION PARAMETERS OF EUROPEAN ANCHOVY, ENGRAULIS ENCRASICOLUS (LINNAEUS, 1758) IN ALGERIAN EAST COAST (SOUTHWESTERN MEDITERRANEAN SEA)",TN,Algeria,TRUE,TRUE,TRUE
https://openalex.org/W3165463768,"Sinai: Tourism, Colonialism, and Sea",EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4319032897,The major threats to the Endangered Barbary macaque Macaca sylvanus in North Africa,DZ,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2992131427,Snake bites in morocco: Progress and challenges,MA,multiple North African,TRUE,NA,TRUE
https://openalex.org/W1540840170,The politics of flood insecurity : framing contested river management projects,LY,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W3129957199,Don't kill your allies : The impact of chemical and biological locust and grasshopper control on birds,TN,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W4237097071,Sentinel animals : Enriching artificial intelligence with wildlife ecology to guard rhinos,EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W3196770489,Economic Losses Caused By Rodents in Some Cultivars of Rodents in Maize Fields,EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W4307710763,"Damage of the Egyptian Fruit Bat (Rousettus aegyptiacus) at El-Dakhla Oasis, New-Valley Governorate, Egypt",EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W3135714080,A global modification in avifaunal behavior by use of waste disposal sites (waste dumps/rubbish dumps): A review paper,EG,other country,FALSE,NA,TRUE
https://openalex.org/W4389682426,Department of Biology - Faculty of Science - Islamic University of Gaza - Gaza Strip - Palestine,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W3009078277,"On the Occurrence, Ecology and Risks of the Egyptian Mongoose (Herpestes ichneumon Linnaeus, 1758) in the Gaza Strip – Palestine",EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W3039198569,The Human Crocodile Conflicts and the Sustainable Conflict Resolutions Review,EG,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W7125499556,A new record of the critically endangered Smoothback angelshark Squatina oculata from Algerian waters (GFCM-GSA 04): biological data and implications for management,DZ,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2997838219,"Pomen in vplivi vran, s poudarkom na sivi vrani (Corvus cornix), v (sub)urbanem okolju",EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4242830021,Shark Conservation – Analysis and Synthesis,MA,multiple North African,TRUE,NA,TRUE
https://openalex.org/W4206431590,Shark Conservation – Analysis and Synthesis,MA,multiple North African,TRUE,NA,TRUE
https://openalex.org/W4319039938,"Feasibility of Hunting Invasive Locusts and Studying its Economic, Social, and Environmental Effects (Approach: Preventing the Spraying of Locusts)",MA,not stated,FALSE,NA,TRUE
https://openalex.org/W4399241889,Preliminary Insights on the Habitat Use and Vertical Movements of Pelagic Stingray (Pteroplatytrygon violacea) in the Western Mediterranean Sea,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4401129331,Ghost Gear in the Gulf of Gabès (Tunisia): An Urgent Need for a Conservation Code of Conduct,TN,Tunisia,TRUE,TRUE,TRUE
https://openalex.org/W2969373973,Invasion of non-indigenous suckermouth armoured catfish of the genus Pterygoplichthys (Loricariidae) in the East Kolkata Wetlands: Stakeholders’ perception,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4233545537,Increased songbird nest depredation due to Aleppo pine (Pinus halepensis) encroachment in Mediterranean shrubland,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4382049684,Elasmobranch Bycatch in a bottom trawl fishery at Al Hoceima Port in Morocco (Mediterranean Sea),TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4235674053,ENVENIMATIONS VIPERINES,MA,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W3183573263,"Assessment of damage caused by rodents in some maize varieties in Farshut area, Qena governorate, Egypt",EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W4294096698,"Losses of tomato crop by wild birds in El-Beheira and Matrouh governorates, Egypt",EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2987030567,Assessment of house sparrows passer domesticus damage to single and double winter cultivations under field conditions,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W3108985652,Impact of Nile Crocodiles on Fish Production in Lake Nasser,EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W3164722733,Linking Territorial and Coastal Planning: Conservation Status and Management of Mangrove Ecosystem at the Egyptian - African Red Sea Coast,EG,multiple North African,TRUE,NA,TRUE
https://openalex.org/W4292236166,"Impact of a Wind Energy Projects on Bird Migration Gabel Al-Zeit - Eastern Desert, Egypt",EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W3119471733,"THE ENCRUSTATION OF THE SPIDER CRAB HYASTENUS HILGENDORFI IN RELATION TO ITS REPRODUCTIVE BIOLOGY IN THE SUEZ CANAL, EGYPT",LY,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W4395694977,"The Most Effective Methods Used to Control Mole Rats, Spalax ehrenbergi, on Benghazi Plain Project in Libya",LY,Libya,TRUE,TRUE,TRUE
https://openalex.org/W3090749294,"Status of Sepia officinalis and 19 Main Fisheries Species Caught from Southeast Mediterranean Sea, North Sinai, Egypt.",EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W3134637697,"Status of Indo-Pacific Bottlenose Dolphin, Tursiops aduncus (Family Delphinidae: Order Cetacea) in the Northern Protected Islands, Hurghada, Red Sea, Egypt",DZ,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W4224103651,"Preliminary data on bycatch and stranding of marine turtles in Al Hoceima, Morocco",MA,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4303646489,"Age, Growth and mortality of the rabbit fish Siganus rivulatus (Forsskål 1775) from the Egyptian Mediterranean coast off Alexandria, Egypt",TN,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W4303646466,"Herbivorous Reef Fishes of South Sinai Marine Protected Areas (Gulf of Aqaba, Egypt): Influence of Fisheries Management and Protection Status",LY,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W4310824678,Impact of the Bottlenose Dolphins (Tursiops truncatus) Depredation on Purse-Seine Fishery in the Region of M’diq (Northwestern Morocco),DZ,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W4361010327,"Age and Growth of the Freshwater Pufferfish Tetraodon lineatus Linnaeus 1758 from Lake Nasser, Egypt",EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W7114772952,"Nesting Biology of the Aquatic Mallards Anas platyrhynchos Linnaeus, 1758 in Lake Tonga, El Kala National Park, Algeria",DZ,Algeria,TRUE,TRUE,TRUE
https://openalex.org/W4416845933,Fishery Bycatch of Sea Turtles in the Moroccan Western Mediterranean Sea: An Assessment Based on Interviews with Fishermen,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4412859634,Analysis of Cetacean Strandings Along the Moroccan Mediterranean Coast: Spatial and Temporal Patterns,DZ,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W3121622394,"DETERMINATION OF HOODED CROW (CORVUS CORONE L.) POPULATION AND METHODS OF CONTROL IN SHEEP FARM AT RAS SEDR, SOUTH SINAI, EGYPT",EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W3003427061,"RODENT DAMAGE AND CONTROL IN WHEAT GROWING STAGES, SOHAG GOVERNORATE, EGYPT",EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W2981571986,SURVEYS OF WILD VERTEBRATES IN THE KHARGA AND DAKHLA OASIS AND THEIR IMPACT ON THE NEW RECLAMATION AREAS IN EGYPT,LY,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W3134709212,Scaring Birds: The concept of the Scarecrow in Ancient Egypt,EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4378554658,The Impact of Airports Bird Hazard Management on Climate Changes and Bird-watching Tourism: Applying to Sharm El-Sheikh International Airport,EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W4392625107,A mini-review on fish mass kills within the Egyptian fisheries and aquaculture sectors: Impacts and proposed solutions,EG,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4405163001,Crucial Conservation of Birds and Bats: Providing Ecosystem Services in Egypt,EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W3019311997,WILD BIRDS INJURIOUS TO SOME FIELD CROPS AT ISMAILIA GOVERNORATE UNDER FIELD CONDITIONS,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W3024115241,"PESTS ATTACKING POST-HARVEST SUGAR BEET ROOTS, AND THEIR ADVERSE EFFECTS ON SUGAR CONTENT",EG,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W2976496276,"AN ESTIMATION OF BIRD DAMAGES ON SOME FIELD, VEGETABLE AND FRUIT CROPS AT SHARKIA GOVERNORATE, EGYPT",EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W2599219730,An overview of fisheries and sea turtle bycatch along the Atlantic coast of Africa,MA,multiple North African,FALSE,NA,TRUE
https://openalex.org/W4407867762,"Estimating the Damage of Birds to Wheat, Gurma Melon and Cowpea Crops During the Ripening Period at Sharkia Governorate, Egypt",EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W4307253959,"On the occurrence, trapping and potential risks of the invasive Indian Myna (Acridotheres tristis Linnaeus, 1766) in the Gaza Strip: Palestine",EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4362683912,"Propolis, bee venom and Beauveria bassiana toxicity with field application; Controlling the terrestrial gastropod Monacha cartusiana",EG,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W4410014986,"Spotlights on the desert lynx (Caracal caracal Schreber, 1776) attacking Israeli soldiers in the Negev desert, Palestine",TN,other country,FALSE,NA,TRUE
https://openalex.org/W4410099651,"First report on biometric parameters and life-history priors of whitespot sandsmelt Parapercis alboguttata (Gunther, 1872) from North-eastern Arabian Sea",TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W4409537258,Exploring Bear Responses to Encounters with Humans Through an Evolutionary Lens,REGION,other country,FALSE,NA,TRUE
https://openalex.org/W4308513386,Wildlife and power lines: guidelines for preventing and mitigating wildlife mortality associated with electricity distribution networks,DZ,not stated,FALSE,NA,TRUE
https://openalex.org/W4205402711,"Traditional fishery of Dolphinfish (Coryphaena hippurus) in the Gulf of Hammamet, Tunisia: implications for management of the entire Mediterranean fishery",TN,multiple North African,TRUE,NA,TRUE
https://openalex.org/W4414278990,Community Perspectives on Engaging Stakeholders for Human-Sumatran Tiger Coexistence in the Bukit Barisan Selatan Landscape,DZ,other country,FALSE,FALSE,TRUE
https://openalex.org/W2184907909,The conservation biology and ecology of the African leopard Panthera pardus pardus,MA,other country,FALSE,NA,TRUE
https://openalex.org/W3153388724,"Conservation of vervets, Africa’s most ubiquitous primates",TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W4406218147,"Toxicity, antifeedant and repellent activities of five essential oils on adult Cassida vittata Vill. (Coleoptera: Chrysomelidae)",TN,Morocco,TRUE,FALSE,TRUE
https://openalex.org/W3174028600,"Long-term lead intoxication of Griffon Vulture ( <i>Gyps fulvus</i> Hablizl, 1783) supposedly the result of illegal shooting",EG,multiple North African,FALSE,NA,TRUE
https://openalex.org/W3023985392,Mercury Distribution and Concentration in Nile Tilapia (Oreochromis Niloticus) and Catfish (Clarius Gariepinus),REGION,other country,FALSE,FALSE,TRUE
https://openalex.org/W2803269565,SOME OBSERVATIONS ON SPECIES COMPOSITION AND DETERIORATION OF CROP PLANTATIONS AND FOREST FLORA BY PORCUPINES IN CONSORT WITH CONTROL TECHNIQUES,REGION,not stated,FALSE,NA,TRUE
https://openalex.org/W2554497487,"The ecology, conservation and management of Nile crocodiles Crocodylus niloticus in a human dominated landscape",EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W562448692,Movement Ecology of the Reef Manta Ray Manta alfredi in the Eastern Red Sea,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W2900025260,Socio-economic drivers affecting marine turtle conservation status: causes and consequences,DZ,other country,FALSE,NA,TRUE
https://openalex.org/W4403710517,Human Fatalities Resulting from Wild Pig Attacks Worldwide: 2000–2019,MA,multiple North African,FALSE,NA,TRUE
https://openalex.org/W3135380705,Tolerance of Bearded Vultures to Human Activities: Response to Comor et al. (2019),EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W7164761189,"The Eurasian wild boar (<em>Sus scrofa</em> L., 1758): Recent advances in ecology, forest management, and human−wildlife interactions",REGION,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W7125912476,A REVIEW ON BIOLOGY AND MANAGEMENT OF GIANT AFRICAN SNAILS,MA,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W2341829960,Vultures are Again in the City Sky,EG,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W4414071798,44,EG,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W2114661499,"The Distribution, Density and Movements of Feral Pigeons Columba livia and their Relationship with People",REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W3112537102,"On the Ocean Sunfishes (Mola mola, Linnaeus 1758) By-Caught Off the Mediterranean Coast of the Gaza Strip, Palestine",EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4380090609,"""On the Risks of Wild Boars (Sus Scrofa Linnaeus, 1758) in Palestine, with Particular Emphasis on the West Bank""",TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W4380324072,"""The Goldfinch (Carduelis Carduelis Linnaeus, 1758) in Palestine: An Appreciated Bird and A Threatened Species""",TN,other country,FALSE,TRUE,TRUE
https://openalex.org/W4200579228,"The effects of traps hung in different places in the cherry orchard on the capture and flower damage of Tropinota (Epicometis) hirta (Poda, 1761) (Coleoptera: Cetoniidae)",MA,not stated,FALSE,NA,TRUE
https://openalex.org/W2918785101,Impact of human activities on the reproduction of Hooded Vultures <i>Necrosyrtes monachus</i> in Burkina Faso,EG,other country,FALSE,TRUE,TRUE
https://openalex.org/W4393069821,Impact of interactions between common bottlenose dolphins and purse-seiners in the Moroccan Mediterranean region: case study in the Al Hoceima fishing grounds,MA,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W4408203385,Nesting tree selection in urban Woodpigeon; applications in urban planning to reduce the conflicts with human activities,REGION,other country,FALSE,NA,TRUE
https://openalex.org/W4281756481,"Using Fishermen’s Knowledge and GIS to Identify Fishing Grounds, Gears and Species in the Projected Marine Protected Area ‘Jabal Moussa’",MA,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4382645742,"The occurrence of the Chinese Sinanodonta woodiana (Lea, 1834) (Mollusca Bivalvia Unionidae) in Algerian dams",DZ,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4387645544,National Inventory and status of Chondrichthyes in the South Mediterranean Sea (Libyan Coast),TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4320916377,Why is sustainable conservation of the remaining populations of endangered African wild dog (Lycaon pictus) important?,REGION,other country,FALSE,NA,TRUE
https://openalex.org/W4312852253,Managing Conflicts with Wildlife: Living with Snakes,REGION,other country,FALSE,NA,TRUE
https://openalex.org/W4381144597,"Griffon Vultures restrict movements around roosts and supplementary feeding stations, even when carrion is available on the field: a call for wind energy zonation to avoid ecological traps on Mediterranean islands",REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W4213155945,Lake Chad: Fluctuating Water Level and Its Implications for People’s Livelihood in the Area,TN,other country,FALSE,NA,TRUE
https://openalex.org/W2134628371,Assessing accidental entanglement as a threat to the Mediterranean monk seal Monachus monachus,DZ,other country,FALSE,TRUE,TRUE
https://openalex.org/W2325438561,Diving behavior of the giant devil ray in the Mediterranean Sea,MA,other country,FALSE,TRUE,TRUE
https://openalex.org/W2320328969,"Marine mammal bycatch in gillnet and other entangling net fisheries, 1990 to 2011",TN,not stated,FALSE,NA,TRUE
https://openalex.org/W2319203504,Threats from trading and hunting of pottos and angwantibos in Africa resemble those faced by slow lorises in Asia,EG,multiple North African,FALSE,NA,TRUE
https://openalex.org/W2338260637,How much sea turtle bycatch is too much? A stationary age distribution model for simulating population abundance and potential biological removal in the Mediterranean,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2159155195,Ecosystem models clarify the trophic role of whales off Northwest Africa,MA,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W2020587463,Mortality rates in by-caught loggerhead turtle Caretta caretta in the Mediterranean Sea and implications for the Atlantic populations,DZ,multiple North African,TRUE,FALSE,TRUE
https://openalex.org/W2959299246,Competition between marine mammals and fisheries in contemporary harvested marine ecosystems,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W2022767620,Population structure and historical demography of eastern North Atlantic harbour porpoises inferred through mtDNA sequences,REGION,other country,FALSE,NA,TRUE
https://openalex.org/W3197734155,Reviewing the Role of Vultures at the Human-Wildlife-Livestock Disease Interface: An African Perspective,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W3196772912,"The Last-Surviving Moroccan Dorcas Gazelle (Gazella dorcas massaesyla) Viability Analysis [M’Sabih Talaa Reserve, Morocco]",MA,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W4210478547,Biodiversity Exploitation for Online Entertainment,REGION,other country,FALSE,NA,TRUE
https://openalex.org/W4212804010,Guidelines to Facilitate Human-Wildlife Interactions in Conservation Translocations,MA,not stated,FALSE,NA,TRUE
https://openalex.org/W4283746364,Stakeholder Perceptions of Success in Human-Carnivore Coexistence Interventions,MA,other country,FALSE,TRUE,TRUE
https://openalex.org/W4405061621,Wildlife culling as a biophobic response to zoonotic disease risk: why we need a one health approach to risk communication,EG,not stated,FALSE,NA,TRUE
https://openalex.org/W7165652291,What do fishermen think? Local perspectives on human–crocodile coexistence in Lake Nasser,EG,Egypt,TRUE,TRUE,TRUE
https://openalex.org/W3017956184,Social-Environmental Analysis for the Management of Coastal Lagoons in North Africa,TN,multiple North African,TRUE,TRUE,TRUE
https://openalex.org/W4303021564,Monitoring dryland trees with remote sensing. Part B: Combining tree cover and plant architecture data to assess degradation and recovery of Argania spinosa woodlands of South Morocco,MA,Morocco,TRUE,TRUE,TRUE
https://openalex.org/W2914943439,Lions at the Gates: Trans-disciplinary Design of an Early Warning System to Improve Human-Lion Coexistence,MA,other country,FALSE,TRUE,TRUE
https://openalex.org/W2963082981,A Global Review on Locusts (Orthoptera: Acrididae) and Their Interactions With Livestock Grazing Practices,DZ,not stated,FALSE,NA,TRUE
https://openalex.org/W2990239705,License to Kill? Domestic Cats Affect a Wide Range of Native Fauna in a Highly Biodiverse Mediterranean Country,REGION,other country,FALSE,TRUE,TRUE
https://openalex.org/W2996903207,"Status of Road Ecology Research in Africa: Do We Understand the Impacts of Roads, and How to Successfully Mitigate Them?",DZ,other country,FALSE,NA,TRUE
https://openalex.org/W3146219665,The Critical Importance of Old World Fruit Bats for Healthy Ecosystems and Economies,EG,not stated,FALSE,NA,TRUE
